Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,994,"1,593",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,"2,370","3,746",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,"6,514","10,104",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,"16,932","26,221",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,"31,747","48,616",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,"39,437","58,976",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,"42,217","62,860",
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,5,9,
01/31/2021,01/04/2020,01/30/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,"140,556","212,719",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,0-24,709,709,
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,25-34,"2,526","2,526",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,35-44,"6,670","6,670",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,45-54,"18,315","18,315",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,55-64,"46,076","46,076",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,65-74,"84,047","84,047",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,75-84,"109,449","109,449",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,85+,"126,632","126,632",
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,Not stated,8,8,
01/31/2021,01/04/2020,01/30/2021,US,COVID-19,COVID-19,U071,All Ages,"394,432","394,432",
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,22,23,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,37,37,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,112,113,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,266,274,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,560,562,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,649,655,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,509,514,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,"2,156","2,179",
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,15,15,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,56,56,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,138,139,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,148,156,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,98,100,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,461,472,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,11,11,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,41,41,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,78,78,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,134,134,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,104,104,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,27,27,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,405,405,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,25-34,17,18,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,35-44,46,48,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,45-54,178,183,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,55-64,368,373,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,65-74,704,717,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,75-84,806,815,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,85+,546,557,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory failure,J96,All Ages,"2,670","2,716",
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,15,15,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,31,31,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,83,83,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,145,145,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,129,129,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,111,111,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,518,518,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,17,17,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,33,33,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,66,70,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,54,57,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,54,54,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,232,241,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,31,31,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,99,100,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,163,165,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,178,180,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,193,197,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,672,681,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,12,13,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,51,59,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,155,169,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,172,180,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,169,178,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,563,603,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,35-44,30,30,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,45-54,55,55,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,55-64,169,169,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,65-74,259,259,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,75-84,253,253,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,85+,178,178,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,953,953,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,11,11,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,48,49,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,98,103,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,139,144,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,127,130,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,431,445,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,45-54,11,11,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,55-64,38,38,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,65-74,86,86,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,75-84,124,124,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,85+,152,152,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Heart failure,I50,All Ages,420,420,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,14,15,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,26,27,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,73,75,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,74,75,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,83,83,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,274,279,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,14,14,
01/31/2021,01/04/2020,01/30/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,25,27,
